Time,data
2022-01-17 10:28:54,1064961477537890000 
2022-01-17 10:28:54,1064961048041160000 
2022-01-17 10:28:54,1064959261334770000 
2022-01-17 10:28:54,1064960476810510000 
2022-01-17 10:28:54,1064961262789530000 
2022-01-17 10:28:54,1064960335076590000 
2022-01-17 10:28:54,1064961477537890000 
2022-01-17 10:28:54,1064959188320320000 
2022-01-17 10:28:54,1064964054518270000 
2022-01-17 10:28:54,1064963268539250000 
2022-01-17 10:28:54,1064961619271810000 
2022-01-17 10:28:54,1064960833292800000 
2022-01-17 10:28:54,1064963126805330000 
2022-01-17 10:28:54,1064963839769900000 
2022-01-17 10:28:54,1064962551279710000 
2022-01-17 10:28:54,1064962839042520000 
2022-01-17 10:28:54,1064962907762000000 
2022-01-17 10:28:54,1064962624294160000 
2022-01-17 10:28:54,1064963698035980000 
2022-01-17 10:28:54,1064962194797430000 
2022-01-17 10:28:54,1064961692286260000 
2022-01-17 10:28:54,1064961121055610000 
2022-01-17 10:28:54,1064960335076590000 
2022-01-17 10:28:54,1064962907762000000 
2022-01-17 10:28:54,1064964913511730000 
2022-01-17 10:28:54,1064961692286260000 
2022-01-17 10:28:54,1064964127532710000 
2022-01-17 10:28:54,1064962624294160000 
2022-01-17 10:28:54,1064961550552330000 
2022-01-17 10:28:54,1064964269266630000 
2022-01-17 10:28:54,1064960120328230000 
2022-01-17 10:28:54,1064960403796070000 
2022-01-17 10:28:54,1064960262062150000 
2022-01-17 10:28:54,1064961550552330000 
2022-01-17 10:28:54,1064959832565420000 
2022-01-17 10:28:54,1064959330054240000 
2022-01-17 10:28:54,1064961838315140000 
2022-01-17 10:28:54,1064962697308600000 
2022-01-17 10:28:54,1064961477537890000 
2022-01-17 10:28:54,1064959544802610000 
2022-01-17 10:28:54,1064959832565420000 
2022-01-17 10:28:54,1064961408818410000 
2022-01-17 10:28:54,1064959686536530000 
2022-01-17 10:28:54,1064961765300700000 
2022-01-17 10:28:54,1064957685081770000 
2022-01-17 10:28:54,1064959974299340000 
2022-01-17 10:28:54,1064957972844580000 
2022-01-17 10:28:54,1064961335803970000 
2022-01-17 10:28:55,1064958471060780000 
2022-01-17 10:28:55,1064956181843210000 
2022-01-17 10:28:55,1064957397318960000 
2022-01-17 10:28:55,1064958187592940000 
2022-01-17 10:28:55,1064955894080410000 
2022-01-17 10:28:55,1064956396591580000 
2022-01-17 10:28:55,1064960262062150000 
2022-01-17 10:28:55,1064959330054240000 
2022-01-17 10:28:55,1064958256312420000 
2022-01-17 10:28:55,1064957397318960000 
2022-01-17 10:28:55,1064960189047700000 
2022-01-17 10:28:55,1064959042291430000 
2022-01-17 10:28:55,1064959476083130000 
2022-01-17 10:28:55,1064959115305880000 
2022-01-17 10:28:55,1064953531848390000 
2022-01-17 10:28:55,1064959905579860000 
2022-01-17 10:28:55,1064955537598120000 
2022-01-17 10:28:55,1064955967094850000 
2022-01-17 10:28:55,1064951599113110000 
2022-01-17 10:28:55,1064956967822230000 
2022-01-17 10:28:55,1064957685081770000 
2022-01-17 10:28:55,1064959330054240000 
2022-01-17 10:28:55,1064961048041160000 
2022-01-17 10:28:55,1064952672854930000 
2022-01-17 10:28:55,1064960549824950000 
2022-01-17 10:28:55,1064960120328220000 
2022-01-17 10:28:55,1064961619271810000 
2022-01-17 10:28:55,1064961262789530000 
2022-01-17 10:28:55,1064960906307240000 
2022-01-17 10:28:55,1064959832565420000 
2022-01-17 10:28:55,1064960403796070000 
2022-01-17 10:28:55,1064959261334770000 
2022-01-17 10:28:56,1064961619271810000 
2022-01-17 10:28:56,1064963410273180000 
2022-01-17 10:28:56,1064961838315140000 
2022-01-17 10:28:56,1064964557029440000 
2022-01-17 10:28:56,1064964484015000000 
2022-01-17 10:28:56,1064964698763360000 
2022-01-17 10:28:56,1064965703785710000 
2022-01-17 10:28:56,1064964698763370000 
2022-01-17 10:28:56,1064964415295520000 
2022-01-17 10:28:56,1064964771777810000 
2022-01-17 10:28:56,1064961262789530000 
2022-01-17 10:28:56,1064963912784350000 
2022-01-17 10:28:56,1064965416022900000 
2022-01-17 10:28:56,1064965630771270000 
2022-01-17 10:28:56,1064961121055610000 
2022-01-17 10:28:56,1064960833292800000 
2022-01-17 10:28:56,1064961838315150000 
2022-01-17 10:28:56,1064961408818420000 
2022-01-17 10:28:56,1064961619271810000 
2022-01-17 10:28:56,1064961408818410000 
2022-01-17 10:28:56,1064963126805330000 
2022-01-17 10:28:56,1064962907762000000 
2022-01-17 10:28:57,1064961550552340000 
2022-01-17 10:28:57,1064962336531350000 
2022-01-17 10:28:57,1064963268539250000 
2022-01-17 10:28:57,1064960476810510000 
2022-01-17 10:28:57,1064960764573320000 
2022-01-17 10:28:57,1064960047313780000 
2022-01-17 10:28:57,1064961408818410000 
2022-01-17 10:28:57,1064962624294160000 
2022-01-17 10:28:57,1064962839042520000 
2022-01-17 10:28:57,1064960764573320000 
2022-01-17 10:28:57,1064961408818410000 
2022-01-17 10:28:57,1064960335076590000 
2022-01-17 10:28:57,1064961262789520000 
2022-01-17 10:28:57,1064958831838040000 
2022-01-17 10:28:57,1064964127532710000 
2022-01-17 10:28:57,1064962980776450000 
2022-01-17 10:28:57,1064964269266630000 
2022-01-17 10:28:57,1064966202001920000 
2022-01-17 10:28:57,1064958758823590000 
2022-01-17 10:28:57,1064960476810510000 
2022-01-17 10:28:57,1064963483287620000 
2022-01-17 10:28:57,1064958471060780000 
2022-01-17 10:28:57,1064960262062150000 
2022-01-17 10:28:57,1064964557029440000 
2022-01-17 10:28:57,1064959544802610000 
2022-01-17 10:28:57,1064958831838040000 
2022-01-17 10:28:57,1064962121782990000 
2022-01-17 10:28:57,1064961907034620000 
2022-01-17 10:28:57,1064960833292800000 
2022-01-17 10:28:57,1064960403796070000 
2022-01-17 10:28:57,1064960047313780000 
2022-01-17 10:28:57,1064959544802610000 
2022-01-17 10:28:57,1064960047313780000 
2022-01-17 10:28:57,1064959974299340000 
2022-01-17 10:28:57,1064960975026720000 
2022-01-17 10:28:58,1064961619271810000 
2022-01-17 10:28:58,1064961335803970000 
2022-01-17 10:28:58,1064960764573320000 
2022-01-17 10:28:58,1064962053063510000 
2022-01-17 10:28:58,1064960189047700000 
2022-01-17 10:28:58,1064963410273170000 
2022-01-17 10:28:58,1064963126805330000 
2022-01-17 10:28:58,1064963483287620000 
2022-01-17 10:28:58,1064961477537890000 
